wikidata_id;lang_code;label;aliases
Q311835;zh-hans;庇塔库斯;
Q311835;zh-hant;庇塔庫斯;
Q311835;zh-hk;庇塔庫斯;
Q311835;zh-sg;庇塔库斯;
Q311835;zh-tw;庇塔庫斯;
Q312422;en;Arion;
Q312422;sv;Arion;
Q312422;zh-hant;阿里翁;
Q312422;zh-tw;阿里翁;
Q312422;nb;Arion;
Q312422;ru;Арион;
Q312422;sr;Арион;
Q312422;ast;Arion;
Q312422;fi;Arion;
Q312422;hu;Arion;
Q312422;nn;Arion;
Q312422;ro;Arion;
Q312422;sq;Arion;
Q312422;tr;Arion;
Q312422;ka;არიონი;
Q312422;sh;Arion;
Q312422;uk;Аріон;
Q312422;bs;Arion;
Q312422;et;Arion;
Q312422;gsw;Arion;
Q312422;sr-el;Arion;
Q312422;zh;阿里翁;
Q312422;el;Αρίων;
Q312422;hy;Արիոն;
Q312422;sr-ec;Арион;
Q312422;eo;Ariono de Metimno;
Q312422;ku;Arîon;
Q312422;ku-latn;Arîon;
Q312422;mk;Арион;
Q312422;pt;Árion;
Q312422;pt-br;Árion;
Q312422;tg;Арион;
Q312422;zh-cn;阿里翁;
Q312422;zh-hans;阿里翁;
Q312422;zh-hk;阿里翁;
Q312422;zh-sg;阿里翁;
Q315670;ru;Юба II;
Q436634;sq;Cassius Longinus;
Q436634;fr;Longin;
Q436634;cy;Longinus;
Q436634;arz;لونجينوس;
Q436634;ar;لونجينوس;
Q436634;bg;Касий Лонгин;
Q436634;cs;Cassius Longinus;
Q436634;da;Cassius Longinus;
Q436634;el;Κάσσιος Λογγίνος;
Q436634;eo;Kasio Longeno;
Q436634;ga;Cassius Longinus;
Q436634;he;קסיוס דיוניסיוס לונגינוס;
Q436634;hu;Longinosz;
Q436634;id;Cassius Longinus (filsuf);
Q436634;mul;Cassius Longinus;
Q436634;nb;Kassios Longinos;
Q436634;nn;Kassios Longinos;
Q436634;pt;Cássio Longino;
Q436634;pt-br;Cássio Longino;
Q436634;ru;Дионисий Кассий Лонгин;
Q436634;sl;Kasij Longin;
Q436634;sr;Касије Лонгин;
Q436634;sr-ec;Касије Лонгин;
Q436634;sr-el;Kasije Longin;
Q436634;tg;Кассий Лонгин;
Q436634;uk;Кассій Лонгін;
Q436634;zh;卡修斯·隆基努斯;
Q437604;la;Sextus;
Q472620;fa;آرتمیدوروس;
Q472620;pl;Artemidor;
Q472620;de;Artemidor von Ephesos;
Q472620;en;Artemidorus of Ephesus;
Q472620;eu;Artemidoro Efesokoa;
Q472620;fi;Artemidoros Efesoslainen;
Q472620;gl;Artemidoro de Éfeso;
Q472620;hu;Artemidórosz;
Q472620;it;Artemidoro di Efeso;
Q472620;nb;Artemidoros fra Efesos;
Q472620;nl;Artemidorus Ephesius;
Q472620;nn;Artemidoros frå Efesos;
Q472620;pt;Artemidoro de Éfeso;
Q472620;pt-br;Artemidoro de Éfeso;
Q472620;sl;Artemidorus Ephesius;
Q472620;sq;Artemidorus of Ephesus;
Q472620;sv;Artemidoros från Efesos;
Q472620;tr;Efesli Artemidorus;
Q472620;uk;Артемідор Ефеський;
Q472620;zh;以弗所的阿尔特米多鲁斯;
Q472809;arz;ابولونيوس ديسكولوس;
Q472809;be;Апалоній Дыскола;
Q472809;ca;Apol·loni Díscol;
Q472809;de;Apollonios Dyskolos;
Q472809;en;Apollonius Dyscolus;
Q472809;fi;Apollonios Dyskolos;
Q472809;fr;Apollonios Dyscole;
Q472809;gl;Apolonio Díscolo;
Q472809;hy;Ապոլլոնիոս Դիսկոլոս;
Q472809;is;Apolloníos Dyskolos;
Q472809;it;Apollonio Discolo;
Q472809;la;Apollonius Dyscolus;
Q472809;mwl;Apolónio Díscolo;
Q472809;nl;Apollonios Dyskolos;
Q472809;pl;Apollonios Dyskolos;
Q472809;pt;Apolônio Díscolo;
Q472809;pt-br;Apolônio Díscolo;
Q472809;ru;Аполлоний Дискол;
Q472809;sv;Apollonios Dyskolos;
Q472809;uk;Аполлоній Діскол;
Q531952;arz;كوينتوس جارجيليوس مارتياليس;
Q531952;br;Quintus Gargilius Martialis;
Q531952;ca;Quint Gargili Marcial;
Q531952;cy;Quintus Gargilius Martialis;
Q531952;en-ca;Quintus Gargilius Martialis;
Q531952;en-gb;Quintus Gargilius Martialis;
Q531952;es;Quinto Gargilio Marcial;
Q11916539;en;Damocharis of Cos;
Q11916539;fr;Damocharis;
Q11916539;grc;Δαμόχαρις ὁ Κώος;
Q11916539;it;Damocari di Coo;
Q11916539;la;Damocharis Cous;
Q11916539;nl;Damocharis of Cos;
Q11916539;sq;Damocharis of Cos;
Q11916551;el;Δάμων;
Q11916551;fr;Damon;
Q11916551;ast;Damó de Bizanci;
Q11916551;ca;Damó de Bizanci;
Q11916551;es;Damón;
Q11916551;it;Damone di Bisanzio;
Q11916551;sq;Damon of Byzantium;
Q11921158;ast;Eudem;
Q11921158;gl;Eudemo (historiador);
Q11921158;nl;Eudemus of Naxos;
Q11921165;ast;Eudoxe de Rodes;
Q11921165;ca;Eudox de Rodes;
Q11921165;de;Eudoxos von Rhodos;
Q11921165;el;Εὔδοξος;
Q11921165;en;Eudoxus of Rhodes;
Q11921165;es;Eudoxio de Rodes;
Q437604;arz;يوليوس ساتورنينوس;
Q437604;azb;ژولیوس ساتورنینوس;
Q437604;bg;Юлий Сатурнин;
Q437604;de;Iulius Saturninus;
Q437604;el;Ιούλιος Σατουρνίνος;
Q437604;hr;Julije Saturnin;
Q437604;it;Giulio Saturnino;
Q437604;ja;ガイウス・ユリウス・サトゥルニヌス;
Q437604;pt;Júlio Saturnino;
Q437604;pt-br;Júlio Saturnino;
Q437604;sr;Јулије Сатурнин;
Q437604;sr-ec;Јулије Сатурнин;
Q437604;sr-el;Julije Saturnin;
Q437604;tr;Julius Saturninus;
Q458643;arz;سيفيرينوس من نوريكوم;
Q458643;da;Severino abate;
Q458643;en;Severinus of Noricum;
Q458643;eo;Severino el Noricum;
Q458643;hu;Noricumi Szent Szeverin;
Q458643;ja;ノリクムのセヴェリヌス;
Q458643;la;Severinus Noricus;
Q458643;nb;Severino abate;
Q458643;nn;Severino abate;
Q458643;pt;São Severino;
Q458643;pt-br;São Severino;
Q458643;ro;Severin de Noricum;
Q458643;sc;Severinu;
Q458643;sk;Severín z Norika;
Q458643;sq;Severinus of Noricum;
Q458643;sv;Severino abate;
Q458643;sw;Severino wa Noriko;
Q458643;uk;Северин Норікський;
Q458643;vec;Severin abate de Nòrego;
Q519232;ast;Xuvencu;
Q519232;bg;Ювенк;
Q519232;el;Γιουβένκους;
Q519232;gl;Xuvenco;
Q443765;sl;Antoninus Liberalis;
Q443765;uk;Антонін Ліберал;
Q451597;bg;Публий Корнелий Долабела;
Q451597;de;Publius Cornelius Dolabella;
Q451597;fr;Publius Cornelius Dolabella;
Q451597;ja;プブリウス・コルネリウス・ドラベッラ;
Q451597;la;Publius Cornelius Dolabella;
Q451597;nl;Publius Cornelius Dolabella;
Q451597;ru;Публий Корнелий Долабелла;
Q451597;sq;Publius Cornelius Dolabella;
Q451597;uk;Публій Корнелій Долабелла;
Q451597;el;Πόπλιος Κορνήλιος Δολαβέλλας;
Q451597;sv;Publius Cornelius Dolabella;
Q451597;hu;Publius Cornelius Dolabella;
Q451597;arz;پوبليوس كورنيليوس دولابيلا;
Q451597;ast;Publio Cornelio Dolabela;
Q451597;da;Publius Cornelius Dolabella;
Q451597;id;Publius Cornelius Dolabella;
Q451597;mul;Publius Cornelius Dolabella;
Q451597;nb;Publius Cornelius Dolabella;
Q451597;nn;Publius Cornelius Dolabella;
Q451597;pl;Publiusz Korneliusz Dolabella;
Q451597;pt-br;Públio Cornélio Dolabella;
Q451597;zh;普布利乌斯·科尔内利乌斯·多拉贝拉;
Q11921165;it;Eudosso di Rodi;
Q11921165;nl;Eudoxus of Rhodes;
Q11921165;sq;Eudoxus of Rhodes;
Q11925364;de;Heliodoros;
Q11925364;it;Eliodoro;
Q11925364;nl;Heliodorus;
Q11925364;ar;هيليودورس السفسطائي;
Q11925364;ast;Heliodor;
Q11925364;ca;Heliodor (sofista);
Q16565867;de;Innocentius von Tortona;
Q16565867;en;Innocentius of Tortona;
Q16565867;es;Inocencio de Tortona;
Q16565867;it;Innocenzo di Tortona;
Q16565867;nl;Innocentius van Tortona;
Q16565867;sq;Innocentius of Tortona;
Q16565867;sw;Inosenti wa Tortona;
Q16989335;de;Zenodotos;
Q16989335;en;Zenodotus the Stoic;
Q16989335;grc;Ζηνόδοτος Στωϊκός;
Q16989335;it;Zenodoto Stoico;
Q16989335;sq;Zenodotus;
Q17016698;ca;Guillem de Canterbury;
Q17016698;de;Willelmus Cantuariensis;
Q17016698;gl;Willelmus Cantuariensis;
Q17016698;it;Willelmus Cantuariensis;
Q17016698;pt;Willelmus Cantuariensis;
Q17016698;pt-br;Willelmus Cantuariensis;
Q17016698;sq;William of Canterbury;
Q17016698;sv;Willelmus Cantuariensis;
Q17155461;ast;Eugeó;
Q17155461;ca;Eugeó;
Q17155461;de;Eugaion von Samos;
Q17155461;es;Eugeó;
Q17155461;it;Eugeone di Samo;
Q17155461;sq;Eugeo;
Q19997967;ca;Armènides;
Q19997967;de;Armenidas;
Q19997967;en;Armenidas;
Q19997967;fr;Arménidas;
Q19997967;it;Armenida;
Q19997967;nl;Armenides;
Q19997967;sq;Armenides;
Q19997971;ca;Arri Menandre;
Q19997971;de;Arrius Menander;
Q19997971;en;Arrius Menander;
Q315670;am;2 ዩባ;
Q315670;arz;يوبا التانى;
Q315670;azb;ایکینجی ژوبای;
Q315670;be;Юба II;
Q315670;bg;Юба II;
Q315670;br;Juba II;
Q315670;bs;Juba II;
Q315670;da;Juba 2.;
Q315670;el;Ιόβας Β΄;
Q315670;en-ca;Juba II;
Q315670;en-gb;Juba II;
Q315670;en-us;Juba II;
Q315670;eo;Juba la 2-a;
Q315670;es;Juba II;
Q315670;eu;Juba II.a;
Q315670;fa;ژوبای دوم;
Q315670;fi;Juba II;
Q315670;ha;Juba II;
Q315670;he;יובה השני;
Q315670;hu;II. Juba;
Q315670;it;Giuba II;
Q315670;ja;ユバ2世;
Q315670;kab;Yuba II;
Q315670;kn;ಎರಡನೆಯ ಜೂಬ;
Q315670;lv;Juba II;
Q315670;nb;Juba II;
Q315670;nl;Juba II;
Q315670;pl;Juba II;
Q315670;pt;Juba II;
Q315670;pt-br;Juba II;
Q315670;sq;Juba II;
Q315670;sw;Juba II;
Q315670;th;จูบาที่ 2;
Q315670;tr;II. Juba;
Q315670;uk;Юба II;
Q315670;zgh;ⵢⵓⴱⴰ ⵡⵉⵙⵙ ⵙⵉⵏ;
Q315670;zh-hant;尤巴二世;
Q322054;ast;Ablávio da Galácia;
Q322054;ca;Ablabi l'Il·lustre;
Q322054;el;Αβλάβιος Ιλλούστριος;
Q322054;grc;Ἀϐλάϐιος Ἰλλούστριος;
Q322054;pt;Ablávio da Galácia;
Q322054;pt-br;Ablávio da Galácia;
Q388333;arz;قدموس ميليتس;
Q388333;ca;Cadme de Milet;
Q388333;de;Kadmos von Milet;
Q388333;el;Κάδμος ο Μιλήσιος;
Q388333;en;Cadmus of Miletus;
Q388333;eo;Kadmo de Mileto;
Q388333;es;Cadmo de Mileto;
Q388333;fa;کادموس ملطی;
Q388333;hu;Milétoszi Kadmosz;
Q388333;it;Cadmo di Mileto;
Q388333;lv;Milētas Kadms;
Q388333;nl;Cadmus of Miletus;
Q388333;pl;Kadmos z Miletu;
Q388333;sq;Cadmus of Miletus;
Q388333;uk;Кадм Мілетський;
Q388333;zh;卡德慕斯;
Q434773;fr;Crantor;
Q434773;ga;Crantor;
Q434773;id;Crantor;
Q434773;pt-br;Crantor;
Q434773;sv;Krantor;
Q434773;ja;クラントル;
Q434773;el;Κράντωρ;
Q434773;hu;Krantór;
Q434773;tr;Krantor;
Q434773;arz;كرانتور;
Q1355265;en-ca;Hierocles;
Q1355265;en-gb;Hierocles;
Q1355265;ko;히에로클레스;
Q1355265;sr;Хијерокле (стоик);
Q1355265;zh;希罗克勒斯;
Q1373954;ast;Eumenio;
Q1373954;ca;Eumeni;
Q1373954;de;Eumenius;
Q1373954;en;Eumenius;
Q1373954;es;Eumenio;
Q1373954;hu;Eumenius;
Q1373954;it;Eumenio;
Q1373954;nb;Eumenius;
Q1373954;nl;Eumenius;
Q1373954;pl;Eumenius;
Q1373954;sq;Eumenius;
Q1401126;ca;Gai Escriboni Curió;
Q1401126;de;Gaius Scribonius Curio;
Q1401126;it;Gaio Scribonio Curione;
Q1401126;pl;Gajusz Skryboniusz Kurion;
Q1401126;ru;Гай Скрибоний Курион;
Q1401126;sq;Gaius Scribonius Curio;
Q1401126;ar;غايوس سكريبونيوس كوريو;
Q1401126;bg;Гай Скрибоний Курион;
Q1401126;el;Γάιος Σκριβώνιος Κουρίων (ύπατος το 76 π.Χ.);
Q1401126;hu;Gayo Escribonio Curión;
Q1401126;ja;ガイウス・スクリボニウス・クリオ;
Q1401126;pt;Caio Escribônio Curião;
Q1401126;pt-br;Caio Escribônio Curião;
Q1401126;ro;Gaius Scribonius Curio;
Q1401126;sr;Гај Скрибоније Курион;
Q1401126;uk;Гай Скрибоній Куріон (консул);
Q1406282;bg;Химерий;
Q1406282;ca;Himeri de Prusa;
Q1406282;da;Himerius;
Q1406282;es;Himerio;
Q1406282;fr;Himérios;
Q1406282;ga;Himerius;
Q1406282;hu;Himeriosz;
Q1406282;hyw;Հիմերիուս;
Q1406282;id;Himerios;
Q1406282;ja;ヒメリオス;
Q1406282;nb;Himerios av Prusia;
Q1406282;nl;Himerius;
Q1406282;nn;Himerios av Prusia;
Q1406282;pl;Himerios;
Q1406282;pt;Himério de Atenas;
Q1406282;pt-br;Himério de Atenas;
Q1406282;ru;Гимерий;
Q1406282;tr;Himerius;
Q1406282;uk;Гімерій;
Q1519433;de;Gesta Romanorum;
Q1519433;en;Gesta Romanorum;
Q1519433;es;Gesta Romanorum;
Q1519433;fr;Gesta Romanorum;
Q1519433;he;גסטה רומנורום;
Q1519433;hu;Gesta Romanorum;
Q1519433;it;Gesta Romanorum;
Q1519433;ja;ゲスタ・ローマーノールム;
Q1519433;kn;ಜೆಸ್ಟ ರೋಮನೋರಮ್;
Q1519433;la;Gesta Romanorum;
Q1519433;mk;Gesta Romanorum;
Q1519433;nb;Gesta Romanorum;
Q1519433;nl;Gesta Romanorum;
Q1519433;pl;Gesta Romanorum;
Q1519433;sl;Gesta Romanorum;
Q1519433;sr;Gesta Romanorum;
Q1519433;sv;Gesta romanorum;
Q1519433;tr;Gesta Romanorum;
Q1519433;vi;Gesta Romanorum;
Q1526652;arz;البينوفانوس بيدو;
Q1526652;nl;Albinovanus Pedo;
Q1526652;pt;Albinovano Pedo;
Q1526652;sk;Albinovanus Pedo;
Q531952;fr;Quintus Gargilius Martialis;
Q531952;hu;Gargilius Martialis;
Q531952;nl;Quintus Gargilius Martialis;
Q531952;pl;Gargilius Martialis;
Q531952;ru;Квинт Гаргилий Марциал;
Q531952;sq;Quintus Gargilius Martialis;
Q531952;tr;Quintus Gargilius Martialis;
Q531952;uk;Квінт Гаргілій Марціал;
Q569537;arz;سيفيرين من كولونيا;
Q569537;ast;São Severino Bispo;
Q569537;cs;Severin z Kolína;
Q569537;de;Severin von Köln;
Q569537;eo;Severino el Kolonjo;
Q569537;es;Severino de Colonia;
Q569537;fr;Séverin de Cologne;
Q569537;ja;ケルンのセヴェリン;
Q569537;la;Severinus Episcopus;
Q569537;nl;Severinus van Keulen;
Q569537;pt;São Severino Bispo;
Q569537;pt-br;São Severino Bispo;
Q569537;sq;Severin of Cologne;
Q569537;sw;Severino wa Koln;
Q570034;arz;فالتونيا بيتيتيا بروبا;
Q570034;bg;Фалтония Бетиция Проба;
Q570034;ca;Falcònia Proba;
Q570034;de;Faltonia Betitia Proba;
Q570034;el;Φαλτονία Μπετίτια Πρόμπα;
Q570034;es;Faltonia Betitia Proba;
Q570034;fi;Faltonia Betitia Proba;
Q570034;fr;Faltonia Betitia Proba;
Q570034;hu;Faltonia Proba;
Q570034;id;Faltonia Betitia Proba;
Q570034;it;Faltonia Betizia Proba;
Q570034;nl;Faltonia Betitia Proba;
Q570034;pl;Faltonia Betitia Proba;
Q570034;pt;Faltônia Betícia Proba;
Q570034;pt-br;Faltônia Betícia Proba;
Q570034;ru;Фальтония Проба;
Q570034;sk;Proba;
Q570034;sl;Faltonia Betitia Proba;
Q570034;sq;Faltonia Betitia Proba;
Q570034;sv;Faltonia Proba;
Q570034;uk;Фальтонія Проба;
Q622255;hu;Alexandrosz;
Q622255;en;Alexander of Hierapolis;
Q622255;it;Alessandro di Ierapoli;
Q622255;ast;Alessandro di Ierapoli;
Q622255;ga;Alessandro di Ierapoli;
Q622255;la;Alexander Hierapolitanus;
Q622255;ru;Александр Иерапольский;
Q622255;sq;Alexander of Hierapolis;
Q716355;de;Alketas;
Q716355;it;Alceta;
Q716355;la;Alcetas;
Q716355;el;Αλκέτας;
Q716355;bg;Алкет;
Q716355;ca;Àlcetes;
Q716355;es;Alcetas;
Q716355;fi;Alketas;
Q716355;ja;アルケタス;
Q716355;pt;Alcetas;
Q716355;en-ca;Alcetas;
Q716355;en-gb;Alcetas;
Q716355;he;אלקטס;
Q716355;id;Alketas;
Q716355;ko;알케타스;
Q716355;pt-br;Alcetas;
Q716355;ru;Алкета;
Q716355;sq;Alcetas;
Q716355;tr;Alketas;
Q716355;zh;阿爾塞塔斯;
Q716355;zh-hans;阿尔塞塔斯;
Q716355;zh-hant;阿爾塞塔斯;
Q716355;zh-hk;阿爾塞塔斯;
Q718707;ca;Dífil;
Q718707;es;Diphilus;
Q718707;hu;Diphilosz;
Q718707;ru;Дифил;
Q718707;nl;Diphilus;
Q718707;fr;Diphile de Siphnos;
Q167065;zh-cn;教宗西斯笃三世;
Q167065;zh-hans;教宗西斯笃三世;
Q167065;zh-hant;教宗西斯篤三世;
Q167065;zh-hk;教宗西斯篤三世;
Q167065;zh-sg;教宗西斯笃三世;
Q167065;zh-tw;教宗西斯篤三世;
Q167065;ur;پوپ سیکستوس سوم;
Q168741;cs;Simplicius;
Q168741;de;Simplicius;
Q168741;diq;Simplicius;
Q168741;et;Simplicius;
Q168741;gsw;Simplicius;
Q168741;nb;Simplicius;
Q168741;nds;Simplicius;
Q168741;sk;Simplicius;
Q168741;sv;Simplicius;
Q168741;ru;Симплиций;
Q168741;af;Pous Simplicius;
Q168741;ar;سيمبليكوس;
Q168741;arz;القديس سيمبليكوس;
Q168741;ast;Simpliciu;
Q168741;be;Сімпліцый;
Q168741;be-tarask;Сымпліцыюс;
Q168741;bg;Симплиций;
Q168741;cdo;Gáu-huòng Simplicius;
Q168741;el;Πάπας Σιμπλίκιος;
Q168741;eo;Simplicio;
Q168741;eu;Sinplizio;
Q168741;fr;Simplice;
Q168741;ga;Pápa Simplicius;
Q168741;gl;Simplicio;
Q168741;hak;Kau-fòng Simplicius;
Q168741;hr;Simplicije;
Q168741;hy;Սիմպլիկիոս (Հռոմի պապ);
Q168741;ilo;Papa Simplicio;
Q168741;ja;シンプリキウス;
Q168741;jv;Paus Simplisius;
Q168741;ka;სიმპლიციუსი;
Q168741;ko;교황 심플리치오;
Q168741;mk;Папа Симплициј;
Q168741;ms;Paus Simplicius;
Q168741;mzn;سیمپلیسیوس;
Q168741;nan;Kàu-hông Simplicius;
Q168741;nl;Paus Simplicius;
Q168741;oc;Simplici;
Q168741;pt-br;Papa Simplício;
Q168741;scn;Simpliciu;
Q168741;sl;Papež Simplicij;
Q168741;sq;Papa Simplici;
Q168741;sr;Папа Симплиције;
Q168741;ta;சிம்ப்ளீசியுஸ்;
Q168741;th;สมเด็จพระสันตะปาปาซิมพลิซิอุส;
Q168741;tl;Simplicio;
Q168741;uk;Сімпліцій;
Q168741;wuu;教宗辛普利修;
Q168741;yue;聖辛利;
Q168741;zh;教宗辛普利修;
Q168741;zh-cn;教宗辛普利修;
Q168741;zh-hans;教宗辛普利修;
Q168741;zh-hant;教宗辛普利修;
Q168741;zh-hk;教宗辛普利修;
Q168741;zh-sg;教宗辛普利修;
Q168741;zh-tw;教宗辛普利修;
Q168741;ur;پوپ سیمپلیچیوس;
Q170026;ru;Валентиниан III;
Q170026;an;Valentinián III;
Q170026;ar;فالنتينيان الثالث;
Q170026;arz;فالنتينيان التالت;
Q170026;azb;اۆچونجو والنتینیان;
Q170026;be;Валентыніян III;
Q6697599;la;Lucius Quinctius;
Q6697599;ru;Луций Квинкций;
Q6697599;bg;Луций Квинкций (претор);
Q6697599;ca;Luci Quinti;
Q6697599;sq;Lucius Quinctius;
Q6697599;uk;Луцій Квінкцій;
Q6697599;zh;盧修斯·瓊恩歇斯;
Q7807009;ast;Timoteu de Gaza;
Q7807009;ca;Timoteu de Gaza;
Q7807009;de;Timotheos von Gaza;
Q7807009;eo;Timoteo de Gazao;
Q7807009;es;Timoteo de Gaza;
Q7807009;fr;Timothée de Gaza;
Q7807009;it;Timoteo di Gaza;
Q7807009;pl;Tymoteusz z Gazy;
Q7807009;ru;Тимофей из Газы;
Q7807009;sk;Timotheos z Gazy;
Q7807009;sq;Timotheus of Gaza;
Q7807009;tr;Gazzeli Timoteus;
Q11921185;ca;Euforió del Quersonès;
Q11921185;el;Ευφορίων της Χερσονήσου;
Q11921185;sq;Euphorion of Chersonesus;
Q11921190;ca;Eufrànor de Selèucia;
Q11921190;en;Euphranor of Seleucia;
Q11921190;es;Eufranor de Seleucia;
Q11921190;fr;Euphranor de Séleucie;
Q11921190;it;Eufranore di Seleucia;
Q11921190;la;Euphranor Seleuciensis;
Q11921190;nl;Euphranor of Seleucia;
Q11921190;sq;Euphranor of Seleucia;
Q11921301;ast;Eustoqui de Capadòcia;
Q11921301;ca;Eustoqui de Capadòcia;
Q11921301;el;Ευστόχιος Καππαδόκης;
Q11921301;grc;Εὐστόχιος Καππαδόκης;
Q11921301;nl;Eustochius of Cappadocia;
Q11921301;sq;Eustochius of Cappadocia;
Q11922087;ru;Филон;
Q11922087;gl;Philo Carpasianus;
Q11922087;mk;Филон Кипарски;
Q11922087;nl;Philo van Carpasia;
Q11922087;sq;Saint Philon of Carpasia;
Q11922087;sv;Philo Carpasianus;
Q11938736;ast;Nicolau de Mires;
Q11938736;nl;Nikolaus von Myra;
Q11951538;de;Theognetos;
Q11951538;el;Θεόγνητος;
Q11951538;en;Theognetus;
Q11951538;es;Theognetus;
Q11951538;it;Teogneto;
Q11951538;la;Theognetus;
Q11951538;nl;Theognetus;
Q12032124;cs;Kypriás z Halikarnassu;
Q12032124;es;Kypriás z Halikarnassu;
Q12032124;fr;Cyprias d'Halicarnasse;
Q12032124;it;Cipri di Alicarnasso;
Q12032124;sq;Kyprias z Halikarnassu;
Q12883993;it;Tolomeo;
Q12883993;de;Ptolemaios;
Q12883993;es;Ptolomeo;
Q12883993;el;Πτολεμαίος επιγραμματοποιός;
Q12883993;sq;Ptolemaeus;
Q1662957;zh;埃克拉努姆的朱利安;
Q1662957;sv;Julianus av Eclanum;
Q1749147;ru;Вигилий;
Q1749147;ast;Vigilio de Tapso;
Q1749147;ca;Vigili de Tapsos;
Q1749147;de;Vigilius von Thapsus;
Q1749147;es;Vigilio de Tapso;
Q1749147;fr;Vigile de Thapse;
Q1749147;it;Vigilio di Tapso;
Q1749147;ja;タプススのウィギリウス;
Q1749147;sl;Vigilius van Thapsus;
Q1749147;sq;Vigilio de Tapso;
Q1749147;uk;Вігіліус Тапський;
Q2021495;ast;Olympias;
Q2021495;fr;Olympias de Thèbes;
Q2021495;it;Olimpiade di Tebe;
Q2021495;la;Olympias Thebana;
Q2021495;nl;Olympias;
Q2114435;de;Rufinus;
Q2114435;en;Rufinus;
Q2114435;it;Rufino;
Q2114435;es;Rufino;
Q2114435;fr;Rufin;
Q2114435;ca;Rufí;
Q2114435;el;Ρουφίνος;
Q2114435;ru;Руфин;
Q2114435;sq;Rufinus;
Q2114435;grc;Ῥουφῖνος;
Q2114435;hu;Rhuphinosz;
Q2114435;ja;ルピノス;
Q2434954;ca;Timocles;
Q2434954;de;Timokles;
Q2434954;el;Τιμοκλής;
Q2434954;en;Timocles;
Q2434954;es;Timocles;
Q2434954;it;Timocle;
Q2434954;nl;Timokles;
Q2434954;cs;Timoklés;
Q2434954;ru;Тимокл;
Q2434954;sh;Timokle;
Q2434954;sq;Timocles;
Q2434954;sr;Тимокле;
Q2434954;uk;Тімокл;
Q3028078;ru;Орсисий;
Q3028078;de;Orsisius;
Q3028078;hu;Szent Horszisziosz;
Q3028078;it;Orsisio;
Q3028078;nl;Orsisius;
Q3028078;pl;Horsiesi;
Q3028078;pt-br;Orsísio;
Q3028078;sr;Ортисије Тавенисиотски;
Q3028078;sw;Orsisius;
Q3028078;tr;Arsisius;
Q3028693;de;Diogenes;
Q3028693;en;Diogenes;
Q3028693;it;Diogene;
Q3028693;la;Diogenes;
Q3028693;nl;Diogène;
Q3028693;sq;Diogene;
Q3028693;ast;Diogène;
Q3112590;la;Pontius;
Q3112590;fr;Saint Pons;
Q3112590;arz;بونتيوس سيميز;
Q3112590;ca;Ponç de Cimier;
Q3112590;da;Sankt Pons;
Q3112590;de;Pontius von Cimiez;
Q3112590;en;Pontius of Cimiez;
Q3112590;it;Ponzio di Cimiez;
Q3112590;nl;Pontius van Cimiez;
Q3112590;sw;Ponsyo wa Cimiez;
Q3286634;ca;Teodor de Samos;
Q3286634;fr;Théodore de Samos;
Q3286634;it;Teodoro di Samo;
Q3286634;pt;Theodoros de Samos;
Q3286634;bar;Theodoros;
Q3286634;es;Teodoro de Samos;
Q3286634;fi;Theodoros Samoslainen (kuvanveistäjä);
Q170547;hyw;Մեծն Սուրբ Անթոնիօ;
Q170547;ka;ანტონი დიდი;
Q170547;lmo;Sant Antogn abaa;
Q170547;lt;Šv. Antanas;
Q170547;lv;Antonijs Lielais;
Q170547;mg;Antonio Lehibe;
Q170547;mk;Антониј Велики;
Q170547;oc;Antòni Abat;
Q170547;pt-br;Antão do Deserto;
Q170547;sco;Anthony the Great;
Q170547;sq;Andoni i Madh;
Q170547;sr-ec;Антоније Велики;
Q170547;sr-el;Antonije Veliki;
Q170547;ta;புனித வனத்து அந்தோனியார்;
Q170547;tr;Antonios;
Q170547;vec;Antònio Abate;
Q170547;vi;Antôn Cả;
Q170547;war;Antonio (santo);
Q170547;wuu;圣安东尼;
Q170547;zh;聖安東尼;
Q170547;zh-cn;圣安东尼;
Q170547;zh-hans;圣安东尼;
Q170547;zh-hant;聖安東尼;
Q170547;zh-hk;聖安東尼;
Q170547;zh-sg;圣安东尼;
Q170547;zh-tw;聖安東尼;
Q183144;grc;Ἐπίκτητος;
Q183144;pt-br;Epiteto;
Q183144;sk;Epiktétos;
Q183144;ru;Эпиктет;
Q183144;af;Epictetus;
Q183144;an;Epiktetos;
Q183144;arz;ابكتيتوس;
Q183144;bg;Епиктет;
Q183144;bn;এপিকটেটাস;
Q183144;br;Epiktetos;
Q183144;bs;Epiktet;
Q183144;cv;Эпиктет;
Q183144;cy;Epictetus;
Q183144;da;Epiktet;
Q183144;diq;Epîktetos;
Q183144;el;Επίκτητος;
Q183144;eu;Epikteto;
Q183144;fa;اپیکتت;
Q183144;fo;Epiktetos;
Q183144;ga;Epictetus;
Q183144;gd;Epictetus;
Q183144;gl;Epicteto;
Q183144;gor;Epictetus;
Q183144;ha;Epictetus;
Q183144;he;אפיקטטוס;
Q183144;hi;एपिक्टेटस;
Q183144;hr;Epiktet;
Q183144;hu;Epiktétosz;
Q183144;hy;Էպիկտետոս;
Q183144;id;Epictetus;
Q183144;ka;ეპიქტეტუსი;
Q183144;kk;Эпиктет;
Q183144;ky;Эпиктет;
Q183144;lt;Epiktetas;
Q170026;de;Valentinian III.;
Q170026;de-ch;Valentinian III.;
