english_label,french_label,latin_label,q_identifier,mediate_label,viaf_id,mediate_nb_items,mediate_nb_collections,english_aliases,french_aliases,latin_aliases,writing_languages
Philostratus the Younger,Philostrate le Jeune,Philostratus IV,Q1231472,Philostratus the Younger,14850802,35,31,"[""Philostratus IV"", ""Philostratus of Lemnos""]",[],"[""Philostratus Junior Sophista"", ""Philostratus Iunior Sophista""]","[""Ancient Greek""]"
Epicurus,Épicure,Epicurus,Q43216,Epicurus,1763151778254618130009,31,30,"[""Ep\u00edkouros"", ""Epikouros""]","[""Epicurus"", ""Epicure""]","[""Epicurus Philosophus"", ""Epicurus Samius""]","[""Ancient Greek""]"
Palaephatus,Paléphate,Palaephatus,Q580565,Palaephatus,100181721,30,28,[],"[""Palaephatus"", ""Palaiphatos"", ""Pala\u00e9phate""]","[""Palaephatus Mythographus""]","[""Ancient Greek""]"
Antoninus Liberalis,Antoninus Liberalis,Antoninus Liberalis,Q443765,Antoninus Liberalis,251871635,32,27,[],[],[],"[""Ancient Greek""]"
Libanius,Libanios,Libanius,Q263892,,17225859,31,27,"[""Libanius Sophista"", ""Libanius of Antioch"", ""Libanius the Sophist"", ""Libanios""]",[],"[""Libanius Sophista"", ""Libanius Rhetor"", ""Libanius Antiochenus""]","[""Ancient Greek""]"
Nemesius,Némésios,Nemesius Emesenus,Q960345,Nemesius of Emesa (bishop),42630277,28,27,"[""Nemesius of Emesa"", ""Nemesius Emesenus""]","[""Nemesius"", ""N\u00e9m\u00e9sius d'Em\u00e8se"", ""N\u00e9m\u00e9sius""]","[""Nemesius"", ""Nemesius Theologus""]","[""Ancient Greek""]"
Quintus Smyrnaeus,Quintus de Smyrne,Quintus Smyrnaeus,Q352702,Quintus Calaber,76294608,32,27,"[""Quintus of Smyrna"", ""Kointos"", ""Quintus Calaber"", ""Quintus""]",[],"[""Quintus Poeta"", ""Quintus Epicus""]","[""Ancient Greek""]"
Avianus,Avianus,Avianus,Q185732,"Avianus, Flavius",41836105,28,26,"[""Flavius Avianus""]","[""Flavius Avianus""]","[""Avianus Poeta"", ""Flavius Avianus""]","[""Latin""]"
Gregory of Tours,Grégoire de Tours,Gregorius Turonensis,Q67841,,95289837,26,25,"[""St. Gregory of Tours""]","[""Gr\u00e9goire de Tour"", ""Saint Gr\u00e9goire de Tours"", ""Gregoire de Tours""]","[""Sanctus Gregorius Turonensis""]","[""Medieval Latin""]"
Cyril of Alexandria,Cyrille d'Alexandrie,Cyrillus Alexandrinus,Q44079,Cyril of Alexandria (saint),190218431,32,25,"[""Doctor of the Incarnation"", ""Cyrillus Alexandrinus""]","[""Cyrille""]",[],"[""Ancient Greek""]"
Aratus,Aratos de Soles,Aratus Solensis,Q180671,Aratus Solaeus,100908520,34,25,"[""Aratus of Soli""]","[""Aratus de Soli"", ""Aratus"", ""Aratos""]","[""Aratus""]","[""Ancient Greek""]"
Plotinus,Plotin,Plotinus,Q134189,Plotinus,108386765,27,25,"[""Plotinos""]",[],"[""Plotinus Lycopolitanus"", ""Plotinus Philosophus""]","[""Ancient Greek""]"
Artemidorus,Artémidore de Daldis,Artemidorus Daldianus,Q445848,Artemidorus Daldianus,61683125,26,25,[],"[""Art\u00e9midore d'\u00c9ph\u00e8se""]",[],"[""Ancient Greek""]"
Aretaeus of Cappadocia,Arétée,Aretaeus Cappadox,Q505931,Aretaeus of Cappadocia,293149294368780522108,43,24,"[""Aret\u00e6us"", ""Aretaeus the Cappadocian"", ""Aretaeus""]","[""Aretee"", ""Ar\u00e9t\u00e9e de Cappadoce""]","[""Aretaeus Medicus"", ""Aretaeus Cappadocius""]","[""Ancient Greek""]"
Aelianus Tacticus,Élien le Tacticien,Aelianus Tacticus,Q380793,Aelianus Tacticus,72639048,26,24,[],"[""\u00c9lien l'A\u00een\u00e9"", ""\u00c9lien""]",[],"[""Ancient Greek""]"
Nonius Marcellus,Nonius Marcellus,Nonius Marcellus,Q183420,Nonius Marcellus,59182520,25,24,"[""Marcellus Nonius""]",[],"[""Nonius Marcellus Grammaticus""]","[""Latin""]"
Prosper of Aquitaine,Prosper d'Aquitaine,Prosper Tiro Aquitanus,Q454652,Prosper d'Aquitaine (saint),52485706,28,24,"[""Prosper Tiro Aquitanus""]","[""Saint Prosper""]","[""Prosper Aquitanicus"", ""Prosperus Aquitanicus"", ""Prosper Tiro"", ""Prosperus Aquitanus"", ""Tiro Prosper"", ""Prosper Aquitanus"", ""Prosper""]","[""Latin""]"
Verrius Flaccus,Verrius Flaccus,Marcus Verrius Flaccus,Q454995,Verrius Flaccus,13153593741251671199,25,24,"[""Marcus Verrius Flaccus""]","[""Marcus Verrius Flaccus""]","[""Verrius Flaccus Grammaticus"", ""Verrius Flaccus""]","[""Latin""]"
Gaius Julius Solinus,Solin,Gaius Julius Solinus,Q520487,"Solinus, Gaius Julius",51672454,26,24,"[""Solinus"", ""Solin."", ""Gaius Iulius Solinus"", ""Caius Iulius Solinus"", ""C. Julius Solinus"", ""C. Iulius Solinus"", ""Solinus the Grammarian"", ""Caius Julius Solinus"", ""Solinus Grammaticus""]","[""Caius Julius Solin"", ""Caius Julius Solinus"", ""Gaius Julius Solinus""]","[""Solini"", ""Solinus"", ""C. Julii Solini"", ""Caii Julii Solini"", ""Solin."", ""Gaius Iulius Solinus"", ""C. Julius Solinus"", ""C. Iulius Solinus"", ""Solinum"", ""Caii Iulii Solini"", ""Gaii Julii Solini"", ""Solinus Grammaticus"", ""C. Iulii Solini"", ""Soline"", ""Solino"", ""Gaii Iulii Solini""]","[""Latin""]"
Symeon of Mesopotamia,Syméon de Mésopotamie,Symeon Mesopotamius,Q9348898,Macarius of Egypt (saint),93095832,24,23,[],[],"[""Symeon Mesopotamiae""]","[""Ancient Greek""]"
Albinovanus Pedo,Albinovanus Pedo,Albinovanus Pedo,Q1526652,Albinovanus Pedo,8826150033013511180002,23,23,"[""Gaius Pedo Albinovanus""]","[""Gaius Pedo Albinovanus"", ""Caius Pedo Albinovanus""]","[""Gaius Pedo Albinovanus""]","[""Latin""]"
Julius Firmicus Maternus,Julius Firmicus Maternus,Iulius Firmicus Maternus,Q367422,"Firmicus Maternus, Julius",5015147967361884200009,27,22,"[""Firmicius Maternus"", ""Firmicus Maternus""]","[""Firmicus Maternus""]","[""Firmicius Maternus"", ""Firmicus Maternus""]","[""Latin""]"
Epiphanius of Salamis,Épiphane de Salamine,Epiphanius,Q313922,Epiphanius (Saint),13651211,23,22,"[""Epiphanius of Constantia"", ""Epiphanius"", ""St. Epiphanius""]","[""Epiphane de Salamine"", ""Saint \u00c9piphane de Salamine""]","[""Epiphanius Cyprius"", ""Epiphanius Salamiensis"", ""Epiphanius Salaminis episcopus"", ""Epiphanius Constantiensis"", ""Epiphanius Constantiae""]","[""Ancient Greek""]"
Rutilius Taurus Aemilianus Palladius,Palladius,Palladius Rutilius Taurus Aemilianus,Q561353,"Palladius, Rutilius Taurus Aemilianus",54143112,24,21,"[""Palladius Rutilius Taurus Aemilianus""]",[],"[""Rutilius Taurus Aemilianus Palladius""]","[""Latin""]"
Isidore of Pelusium,Isidore de Péluse,Isidorus Pelusiota,Q713530,Isidore of Pelusium (saint),63872189,20,20,[],"[""Isidoros de P\u00e9luse"", ""Isidore de Peluse""]",[],"[""Ancient Greek""]"
Diophantus of Alexandria,Diophante d'Alexandrie,Diophantus Alexandrinus,Q178217,Diophantus of Alexandria,2604182,20,20,"[""Diophantus""]","[""Diophant"", ""Diophante""]","[""Diophantus Mathematicus"", ""Diophantus""]","[""Ancient Greek""]"
Peter Chrysologus,Pierre Chrysologue,Petrus Chrysologus,Q328742,"Chrysologus, Petrus (saint)",88069141,21,19,"[""Peter the Golden-Worded"", ""St. Peter Chrysologus"", ""Petrus Chrysologus""]","[""Saint Pierre Chrysologue""]","[""Petrus Chrysologus Scriptor ecclesiasticus"", ""Petrus Ravennensis""]",[]
Rutilius Claudius Namatianus,Rutilius Namatianus,Claudius Rutilius Namatianus,Q705919,"Rutilius Namatianus, Claudius",102333340,20,19,"[""Claudius Rutilius Numatianus""]","[""Rutilius Claudius Namatianus"", ""Claudius Rutilius Numatianus""]","[""Rutilius Claudius Namatianus"", ""Claudius Rutilius Numatianus Poeta"", ""Rutilius Namatianus""]","[""Latin""]"
Oribasius,Oribase,Oribasius,Q953784,Oribasius,7440344,22,18,"[""Oribasius of Pergamum""]","[""Oreibasios de Pergame""]","[""Oribasius Medicus""]","[""Ancient Greek""]"
Polycarp,Polycarpe de Smyrne,Polycarpus Smyrnaeus,Q192371,Polycarp (saint),2475604,18,18,"[""Polycarp of Smyrna"", ""Bishop Polycarp"", ""Bishop Polycarp of Smyrna""]","[""saint Polycarpe de Smyrne""]","[""Polycarpus Smyrnensis""]","[""Ancient Greek""]"
Apollinaris of Laodicea,Apollinaire de Laodicée,Apollinaris Laodicensis,Q367946,Apollinaris of Laodicea,261762494,19,18,"[""Apollinaris"", ""Apollinarius of Laodicea""]","[""Apollinaire de Laodicee""]","[""Apollinarius Laodicensis""]","[""Ancient Greek""]"
Philostorgius,Philostorge,Philostorgius,Q380943,Philostorgius,88747658,18,17,"[""Philostrogius""]","[""Philostorgios""]","[""Philostorgius Cappadox"", ""Philostrogius"", ""Philostorgius Scriptor ecclesiasticus""]","[""Ancient Greek""]"
Eunapius,Eunape,Eunapius,Q343018,Eunapius,100215825,18,16,[],"[""Eunapius"", ""Eunape de Sardes""]","[""Eunapius Historicus"", ""Eunapius Philosophus"", ""Eunapius Sardianus""]","[""Ancient Greek""]"
Gaius Lucilius,Lucilius,Gaius Lucilius,Q298729,Lucilius,89131128,19,16,"[""Caius Lucilius"", ""Lucilius""]","[""Caius Lucilius"", ""Gaius Lucilius""]","[""Lucilius"", ""Lucilius Satyricus""]","[""Latin""]"
Caelius Aurelianus,Caelius Aurelianus,Caelius Aurelianus,Q2514828,Caelius Aurelianus,102322199,18,16,[],"[""C\u00e9lius Aur\u00e9lien""]",[],"[""Latin""]"
Aemilius Probus,Aemilius Probus,Aemilius Probus,Q37740777,Aemilius Probus,59141391,15,15,[],[],[],"[""Latin""]"
Martianus Capella,Martianus Capella,Martianus Capella,Q348408,,95152094,15,15,"[""Martianus Minneus Felix Capella"", ""M. Capella"", ""Martian Capella"", ""Martian"", ""Martian. Capella"", ""Martianus"", ""Capella""]","[""Marcien Capella"", ""Martianus""]","[""Martianus Minneus Felix Capella"", ""Felix Capella"", ""Martianus"", ""Martianus Cap."", ""Martianus Capella Carthaginiensis""]","[""Latin""]"
Xenophon of Ephesus,Xénophon d'Éphèse,Xenophon Ephesius,Q463564,Xenophon of Ephesus,83987541,16,15,[],"[""X\u00e9nophon le Jeune"", ""Xenophon d'Ephese""]","[""Xenophon Ephesius Scriptor eroticus"", ""Xenophon Scriptor eroticus"", ""Xenophon Ephesinus""]","[""Ancient Greek""]"
Demetrius of Phalerum,Démétrios de Phalère,Demetrius Phalereus,Q313286,Demetrius Phalereus,22955539,16,15,"[""Demetrius of Phaleron"", ""Demetrius Phalereus""]","[""D\u00e9m\u00e9trius de Phal\u00e8re"", ""Demetrios de Phalere""]","[""Demetrius Philosophus"", ""Demetrius Historicus""]","[""Ancient Greek""]"
Scylax of Caryanda,Scylax de Caryanda,Scylax Caryandensis,Q453311,pseudo-Scylax of Caryanda,291988135,14,13,[],[],"[""Scylax"", ""Scylax Periegeta""]","[""Ancient Greek""]"
Coluthus,Coluthos,Colluthus,Q1779484,Colluthus,62351876,15,13,"[""Colluthus"", ""Colluthus of Lycopolis""]","[""Colouthos"", ""Colluthos""]","[""Coluthus"", ""Colluthus Epicus"", ""Colluthus Lycopolitanus""]","[""Ancient Greek""]"
Empedocles,Empédocle,Empedocles,Q83375,,172385490,13,13,[],"[""Emp\u00e9docle d'Agrigente"", ""Emp\u00e9docle d\u2019Agrigente"", ""Empedocle d'Agrigente""]","[""Empedocles Philosophus""]","[""Ancient Greek""]"
Hero of Alexandria,Héron d'Alexandrie,Heron Alexandrinus,Q161853,Heron of Alexandria,50151776733818010028,16,13,"[""Hero""]","[""Heron d'Alexandrie"", ""H\u00e9ron d\u2019Alexandrie"", ""H\u00e9ron l'Ancien""]","[""Hero Mechanicus"", ""Hero Alexandrinus"", ""Heron Mechanicus""]","[""Ancient Greek""]"
Parmenides,Parménide,Parmenides,Q125551,,57151776745618011100,13,13,"[""Parmenides of Elea""]","[""Parmenide"", ""Parm\u00e9nide d'\u00c9l\u00e9e"", ""Parmenides""]","[""Parmenides Philosophus"", ""Parmenides Poeta"", ""Parmenides Eleaticus""]","[""Ancient Greek""]"
Chariton,Chariton d'Aphrodise,Charito Aphrodisiensis,Q434567,Chariton Aphrodisiensis,27062313,11,11,"[""Chariton of Aphrodisias""]","[""Chariton d'Aphrodisias"", ""Chariton d'Aphrodisie""]","[""Chariton scriptor eroticus""]","[""Ancient Greek""]"
Publius Rutilius Lupus,Publius Rutilius Lupus,Publius Rutilius Lupus,Q13410930,"Rutilius Lupus, Publius (rhetorician)",100211635,10,10,"[""Rutilius Lupus""]",[],"[""Rutilius Lupus"", ""Rutilius Lupus Rhetor""]","[""Latin""]"
Marcus Valerius Probus,Valérius Probus,Marcus Valerius Probus,Q722683,Valerius Probus,90633449,12,10,"[""M. Valerius Probus"", ""Marcus Valerius Probus Berytius"", ""Marcus V. Probus"", ""M. Valerius Probus Berytius"", ""Valerius Probus"", ""Probus of Beirut"", ""Probus Minor"", ""Probus""]","[""Marcus Valerius Probus""]","[""Probus Grammaticus""]","[""Latin""]"
Procopius of Gaza,Procope de Gaza,Procopius Gazaeus,Q557776,Procopius of Gaza,48159479,10,10,"[""Prokopios of Gaza""]",[],"[""Procopius Scriptor ecclesiasticus"", ""Procopius Rhetor""]","[""Ancient Greek""]"
Sextus Pomponius,Sextus Pomponius,Sextus Pomponius,Q944631,Sextus Pomponius,67261809,13,10,[],[],[],"[""Latin""]"
Gregory Thaumaturgus,Grégoire le Thaumaturge,Gregorius Neocaesariensis,Q337537,Gregory Thaumaturgus (saint),88726043,9,9,"[""Saint Gregory of Neocaesarea"", ""St. Gregory Thaumaturgus""]",[],"[""Gregorius Thaumaturgus Neocaesariensis"", ""Gregorius Thaumaturgus""]","[""Ancient Greek""]"
Maximus the Confessor,Maxime le Confesseur,Maximus Confessor,Q206842,,106970843,9,9,"[""Saint Maximus"", ""Maximus of Constantinople"", ""Maximus the Theologian""]","[""Maxime de Chrysopolis"", ""Saint Maxime le Confesseur""]","[""Maximus Confessor Theologus"", ""Maximus Constantinopolitanus"", ""Maximus Homologetes""]","[""Medieval Greek""]"
Marius Mercator,Marius Mercator,Marius Mercator,Q2574348,"Mercator, Marius",60905671,8,8,[],[],"[""Marius Mercator Scriptor ecclesiasticus"", ""Marius Mercator Afer""]","[""Latin""]"
Apollonius Dyscolus,Apollonios Dyscole,Apollonius Dyscolus,Q472809,Apollonius Dyscolus,111130260,8,8,[],[],[],"[""Ancient Greek""]"
Theon of Smyrna,Théon de Smyrne,Theon Smyrnaeus,Q705950,Theon of Smyrna,56588190,8,8,[],"[""Theon de Smyrne"", ""Theon of Smyrna""]","[""Theon of Smyrna"", ""Theon Philosophus""]","[""Ancient Greek""]"
Alcinous,Alcinoos,Alcinous,Q936686,Alcinous,301986016,8,8,"[""Alkinoos"", ""Alkinous""]","[""Alcinoos le Philosophe"", ""Alcinous le Sto\u00efcien""]","[""Alcinous Platonicus"", ""Alcinous Philosophus""]","[""Ancient Greek""]"
Apollonius the Sophist,Apollonios le Sophiste,Apollonius Sophista,Q2696542,Apollonius the Sophist,266713061,8,8,[],[],[],"[""Ancient Greek""]"
Hephaestion,Héphestion d'Alexandrie,Hephaestion,Q549010,Hephaestion Alexandrinus,265864593,8,7,"[""Hephaestio"", ""Hephaistion"", ""Hephaestion of Alexandria""]",[],"[""Hephaestion Alexandrinus"", ""Hephaestion Grammaticus""]","[""Ancient Greek""]"
Corinna,Corinne,Corinna,Q241132,Corinna,7407161332389852420005,7,7,"[""Corinna of Tanagra""]","[""Corinna""]","[""Corinna Lyrica"", ""Corinna Tanagraea""]","[""Ancient Greek""]"
Rufus of Ephesus,Rufus,Rufus Ephesius,Q1049225,Rufus of Ephesus,42630594,10,7,[],"[""Rufus d'\u00c9ph\u00e8se""]","[""Rufus Medicus""]","[""Ancient Greek""]"
Onasander,Onosandre,Onasander,Q373042,Onosander,285771738,6,6,[],"[""Onosander""]","[""Onesander Tacticus""]","[""Ancient Greek""]"
Ulpian,Ulpien,Domitius Ulpianus,Q310076,"Ulpianus, Domitius",100210035,6,6,"[""Domitius Ulpianus""]","[""Ulpian""]","[""Gnaeus Domitius Ulpianus"", ""Ulpianus""]","[""Latin""]"
Alexandros of Aphrodisias,Alexandre d’Aphrodise,Alexander Aphrodisiensis,Q317146,,95239377,7,6,"[""Alexander of Aphrodisias""]","[""Alexandre d'Aphrodisias"", ""Alexandre d'Aphrodisie""]",[],"[""Ancient Greek""]"
Irenaeus,Irénée de Lyon,Irenaeus,Q182123,Iranaeus of Lyon (saint),70051641,6,6,"[""Iren\u00e6us"", ""Irenaeus of Lyon""]","[""Iranaeus"", ""Irenee de Lyon"", ""Saint Ir\u00e9n\u00e9e de Lyon"", ""Irenaeus""]","[""Irenaeus Lugdunensis"", ""Sanctus Irenaeus"", ""Irenaeus Theologus""]","[""Ancient Greek""]"
Praxilla,Praxilla,Praxilla,Q278711,Praxilla of Sicyon,44692841,6,6,[],"[""Praxilla de Sicyone""]","[""Praxilla Sicyonia"", ""Praxilla Lyrica"", ""Praxilla Poeta""]","[""Ancient Greek""]"
Aelius Herodianus,Aelius Herodianus,Aelius Herodianus,Q380826,Aelius Herodianus (grammarian),88626271,6,6,"[""Herodian""]","[""H\u00e9rodien d'Alexandrie"", ""H\u00e9rodien""]","[""Herodianus Grammaticus"", ""Aelius Herodianus Technicus"", ""Herodianus Alexandrinus""]","[""Ancient Greek""]"
Ephrem the Syrian,Éphrem le Syriaque,Ephraem Syrus,Q200608,Ephrem the Syrian,100177778,6,5,"[""Ephraim the Syrian"", ""Ephraem Syrus""]","[""Ephraem le Syrien"", ""\u00c9phrem le Syrien"", ""Ephrem le Syrien"", ""Saint Ephrem le Syrien"", ""\u00c9phrem de Nisibe"", ""\u00c9phr\u00e8me le Syrien""]","[""Ephraem Graecus""]","[""Syriac""]"
Publilius Syrus,Publilius Syrus,Publilius Syrus,Q363375,Publilius Syrus,22130553,7,5,[],[],"[""Publilius Syrus Mimographus""]","[""Latin""]"
Damasus I,Damase Ier,Damasus I,Q130997,Damasus I (Pope),267405622,5,5,"[""Damasus"", ""Pope Damasus I""]","[""Saint Damase""]","[""Sanctus Damasus PP. I""]","[""Latin""]"
Aristarchus of Samos,Aristarque de Samos,Aristarchus Samius,Q140188,Aristarchus of Samos,79398695,4,4,"[""Aristarchos of Samos""]",[],"[""Aristarchus Astronomus"", ""Aristarchus Samius Astronomus""]","[""Ancient Greek""]"
Sulpicia,Sulpicia,Sulpicia,Q257448,Sulpicia,79413101,4,4,"[""Sulpicia I""]",[],"[""Sulpicia Poeta""]","[""Latin""]"
Aeneas of Gaza,Énée de Gaza,Aeneas Gazaeus,Q137152,Aeneas of Gaza,85151247927244270006,3,3,[],[],"[""Aeneas Rhetor"", ""Aeneas Philosophus""]","[""Ancient Greek""]"
Quintus Smyrnaeus,Quintus de Smyrne,Quintus Smyrnaeus,Q352702,Quintus of Smyrna,822154381060730292426,3,3,"[""Quintus of Smyrna"", ""Kointos"", ""Quintus Calaber"", ""Quintus""]",[],"[""Quintus Poeta"", ""Quintus Epicus""]","[""Ancient Greek""]"
Festus,Rufius Festus,Festus,Q666127,"Festus, Rufus Sextus",79076696,4,3,"[""Sextus Rufus"", ""Sextus Festus"", ""Ruffus Festus"", ""Rufus Festus""]","[""Sextus Rufus""]","[""Festus Historicus"", ""Rufius Festus"", ""Sextus Rufus"", ""Rufus Festus""]","[""Latin""]"
Hesychius of Jerusalem,Hésychios de Jérusalem,Hesychius Hierosolymitanus,Q1616094,Hesychius of Jerusalem,262453640,3,3,[],[],"[""Hesychius Hierosolymitanus Presbyter""]","[""Ancient Greek""]"
Babrius,Babrius,Babrius,Q455523,Babrius,36151776765518010879,3,3,"[""Valerius Babrius"", ""Gabrius"", ""Gabrias"", ""Babrias""]","[""Babrias""]","[""Valerius Babrius"", ""Valerius Babrius Scriptor fabularum""]","[""Ancient Greek""]"
Benedict of Nursia,Benoît de Nursie,Benedictus de Nursia,Q44265,Benedict of Nursia (saint),28147121748626392193,2,2,"[""Saint Benedict"", ""Saint Benedict of Nursia"", ""St. Benedict"", ""Bengt""]","[""Saint Beno\u00eet de Nursie"", ""Benoit de Nursie""]","[""Benedictus Casinensis Abbas"", ""Sanctus Benedictus"", ""Sanctus Benedictus de Nursia"", ""Benedictus Casinensis""]",[]
Coelius Sedulius,Coelius Sedulius,Coelius Sedulius,Q538564,Coelius Sedulius,18636329,2,2,"[""Caelius Sedulius"", ""Siadhal"", ""Sedulius""]",[],"[""Sedulius presbyter"", ""Sedulius Poeta"", ""Caelius Sedulius"", ""Sedulius""]","[""Latin""]"
Eucherius of Lyon,Eucher de Lyon,Eucherius Lugdunensis,Q671419,Eucherius of Lyon,90719515,1,1,"[""Eucherius""]",[],[],"[""Latin""]"
John the Lydian,Jean le Lydien,Ioannes Lydus,Q1389145,"Lydus, Johannes",109213110,1,1,"[""John Lydus"", ""Ioannes Laurentius Lydus""]","[""Jean Lydus""]","[""Iohannes Lydus"", ""Ioannes Laurentius Lydus""]","[""Medieval Greek""]"
Democritus,Démocrite,Democritus,Q41980,Democritus,49224361,1,1,"[""Democritus of Abdera"", ""Laughing Philosopher"", ""Demokritos""]","[""D\u00e9mocrite d'Abd\u00e8re"", ""Democritus""]","[""Democritus Philosophus"", ""Democritus Abderita""]","[""Ancient Greek""]"
Ulfilas,Wulfila,Ulfilas,Q107317,Ulfilas (bishop),66477200,3,1,"[""Ulphilas"", ""Orphila"", ""Wulfila""]","[""Ulfilas"", ""Ulphilas"", ""Ulfila""]","[""Ulfila"", ""Ulfila Episcopus""]",[]
Caesarius of Arles,Césaire d'Arles,Caesarius Arelatensis,Q304832,Caesarius Arelatensis,102305735,0,0,"[""Saint Caesarius of Arles""]",[],[],"[""Latin""]"
