q_identifier,mediate_label,viaf_id,mediate_nb_items,mediate_nb_collections,trismegistos_label,trismegistos_id,english_label,french_label,latin_label,english_aliases,french_aliases,latin_aliases,writing_languages
Q47163,Vitruvius,46768430,165.0,92.0,Vitruvius,965.0,Vitruvius,Vitruve,Marcus Vitruvius Pollio,"[""Pollio Vitruvius"", ""Marcus Vitruvius Pollio"", ""Vitruvius Pollio""]","[""Marc Vitruve"", ""Vitruvius""]","[""Vitruvius Pollio Scriptor de architectura"", ""Vitruvius"", ""Vitruvius Pollio""]","[""Latin""]"
Q47180,"Petronius Arbiter, Gaius",95155909,389.0,225.0,Petronius,648.0,Petronius,Pétrone,Publius Petronius Niger,"[""Petronius Arbiter"", ""Publius Petronius Niger"", ""Titus Petronius Niger"", ""Gaius Petronius Arbiter""]","[""Petronius Arbiter"", ""Petrone""]","[""T. Petronius Arbiter"", ""Petronius"", ""Petronius Arbiter"", ""C. Petronius"", ""T. Petronius"", ""Petronius Niger"", ""Titus Petronius Arbiter"", ""Gaius Petronius""]","[""Latin""]"
Q472809,Apollonius Dyscolus,111130260,8.0,8.0,,,Apollonius Dyscolus,Apollonios Dyscole,Apollonius Dyscolus,[],[],[],"[""Ancient Greek""]"
Q48305,Euripides,9553153063127619320004,342.0,181.0,Euripides,299.0,Euripides,Euripide,Euripides,[],[],"[""Euripides Tragicus""]","[""Ancient Greek""]"
Q505931,Aretaeus of Cappadocia,293149294368780522108,43.0,24.0,,,Aretaeus of Cappadocia,Arétée,Aretaeus Cappadox,"[""Aret\u00e6us"", ""Aretaeus the Cappadocian"", ""Aretaeus""]","[""Aretee"", ""Ar\u00e9t\u00e9e de Cappadoce""]","[""Aretaeus Medicus"", ""Aretaeus Cappadocius""]","[""Ancient Greek""]"
Q520487,"Solinus, Gaius Julius",51672454,26.0,24.0,,,Gaius Julius Solinus,Solin,Gaius Julius Solinus,"[""Solinus"", ""Solin."", ""Gaius Iulius Solinus"", ""Caius Iulius Solinus"", ""C. Julius Solinus"", ""C. Iulius Solinus"", ""Solinus the Grammarian"", ""Caius Julius Solinus"", ""Solinus Grammaticus""]","[""Caius Julius Solin"", ""Caius Julius Solinus"", ""Gaius Julius Solinus""]","[""Solini"", ""Solinus"", ""C. Julii Solini"", ""Caii Julii Solini"", ""Solin."", ""Gaius Iulius Solinus"", ""C. Julius Solinus"", ""C. Iulius Solinus"", ""Solinum"", ""Caii Iulii Solini"", ""Gaii Julii Solini"", ""Solinus Grammaticus"", ""C. Iulii Solini"", ""Soline"", ""Solino"", ""Gaii Iulii Solini""]","[""Latin""]"
Q52166,"Phaedrus, Gaius Julius",100219094,448.0,246.0,Phaedrus,4839.0,Phaedrus,Phèdre,Phaedrus,"[""Gaius Julius Phaedrus"", ""Ph\u00e6drus""]",[],"[""Gaius Iulius Phaedrus"", ""Phaedrus Scriptor fabularum""]","[""Latin""]"
Q5264,Hippocrates of Kos,287984736,703.0,197.0,Hippokrates,390.0,Hippocrates,Hippocrate,Hippocrates,"[""Hippokrates of Kos"", ""Hippocrates II"", ""Hippokrates"", ""Hippocrates of Cos""]",[],"[""Hippocrates Medicus"", ""Hippocrates Cous""]","[""Ancient Greek""]"
Q532684,Salvianus,236486362,47.0,37.0,,,Salvian,Salvien de Marseille,Salvianus Massiliensis,"[""Salvianus"", ""Salvian of Marseilles""]","[""Salvien""]","[""Salvianus""]","[""Latin""]"
Q537755,Polyaenus,15564840,40.0,39.0,,,Polyaenus,Polyen,Polyaenus,"[""Poly\u00e6nus""]",[],"[""Polyaenus Macedo"", ""Polyaenus Rhetor""]","[""Ancient Greek""]"
Q538564,Coelius Sedulius,18636329,2.0,2.0,,,Coelius Sedulius,Coelius Sedulius,Coelius Sedulius,"[""Caelius Sedulius"", ""Siadhal"", ""Sedulius""]",[],"[""Sedulius presbyter"", ""Sedulius Poeta"", ""Caelius Sedulius"", ""Sedulius""]","[""Latin""]"
Q547681,Philemon Syracusanus,231019921,47.0,39.0,,,Philemon,Philémon,Philemon,"[""Philemon of Syracuse""]",[],"[""Philemon Syracusanus"", ""Philemon Comicus""]","[""Ancient Greek""]"
Q548104,"Pollux, Julius",2991030,72.0,60.0,,,Julius Pollux,Julius Pollux,Iulius Pollux,"[""Pollux"", ""Iulius Pollux""]",[],"[""Julius Pollux"", ""Iulius Pollux Grammaticus"", ""Pollux Naucratites"", ""Iulius Pollux Naucraticus"", ""Juliux Pollux Grammaticus"", ""Pollux Grammaticus""]","[""Ancient Greek""]"
Q549010,Hephaestion Alexandrinus,265864593,8.0,7.0,,,Hephaestion,Héphestion d'Alexandrie,Hephaestion,"[""Hephaestio"", ""Hephaistion"", ""Hephaestion of Alexandria""]",[],"[""Hephaestion Alexandrinus"", ""Hephaestion Grammaticus""]","[""Ancient Greek""]"
Q557776,Procopius of Gaza,48159479,10.0,10.0,,,Procopius of Gaza,Procope de Gaza,Procopius Gazaeus,"[""Prokopios of Gaza""]",[],"[""Procopius Scriptor ecclesiasticus"", ""Procopius Rhetor""]","[""Ancient Greek""]"
Q561353,"Palladius, Rutilius Taurus Aemilianus",54143112,24.0,21.0,,,Rutilius Taurus Aemilianus Palladius,Palladius,Palladius Rutilius Taurus Aemilianus,"[""Palladius Rutilius Taurus Aemilianus""]",[],"[""Rutilius Taurus Aemilianus Palladius""]","[""Latin""]"
Q580565,Palaephatus,100181721,30.0,28.0,,,Palaephatus,Paléphate,Palaephatus,[],"[""Palaephatus"", ""Palaiphatos"", ""Pala\u00e9phate""]","[""Palaephatus Mythographus""]","[""Ancient Greek""]"
Q59138,Diogenes Laërtius,41839141,220.0,162.0,Diogenes Laertios,237.0,Diogenes Laërtius,Diogène Laërce,Diogenes Laertius,"[""Diogenes Laertius""]","[""Diog\u00e8ne de La\u00ebrte"", ""Diog\u00e8ne de Laerte"", ""Diogene Laerce"", ""Diog\u00e8ne Laerce"", ""Diogenes Laertius"", ""Diog\u00e8ne de La\u00ebrt\u00e8s""]","[""Diogenes Laertios"", ""Diogenes La\u00ebrtius"", ""Diogenes Laertius Biographus""]","[""Ancient Greek""]"
Q5959,,,,,Curtius Rufus,209.0,Quintus Curtius Rufus,Quinte-Curce,Quintus Curtius Rufus,"[""Curtius Rufus""]","[""Quinte Curce"", ""Quintus Curtius Rufus""]","[""Curtius Rufus"", ""Curtius Rufus Historicus""]","[""Latin""]"
Q6197,Horace (Quintus Horatius Flaccus),100227522,1904.0,459.0,Horatius,395.0,Horace,Horace,Quintus Horatius Flaccus,"[""Horatius Flaccus"", ""Quintus Horatius Flaccus"", ""Q. Horatius Flaccus"", ""Horatius""]","[""Quintus Horatius Flaccus""]","[""Q. Horatius Flaccus"", ""Horatius Poeta"", ""Horatius""]","[""Latin""]"
Q666127,"Festus, Rufus Sextus",79076696,4.0,3.0,,,Festus,Rufius Festus,Festus,"[""Sextus Rufus"", ""Sextus Festus"", ""Ruffus Festus"", ""Rufus Festus""]","[""Sextus Rufus""]","[""Festus Historicus"", ""Rufius Festus"", ""Sextus Rufus"", ""Rufus Festus""]","[""Latin""]"
Q666210,Iamblichus,41992412,123.0,86.0,,,Jamblichus,Jamblique,Iamblichus,"[""Iamblichus"", ""Iamblichos""]","[""Jamblique le Syrien""]","[""Iamblichus Syrus""]","[""Ancient Greek""]"
Q6691,,,,,Homeros,393.0,Homer,Homère,Homerus,"[""Homeros"", ""Homerus"", ""M\u00e6onides""]",[],"[""Homerus Epicus""]","[""Ancient Greek""]"
Q671419,Eucherius of Lyon,90719515,1.0,1.0,,,Eucherius of Lyon,Eucher de Lyon,Eucherius Lugdunensis,"[""Eucherius""]",[],[],"[""Latin""]"
Q67841,,,,,Gregorius of Tours,1278.0,Gregory of Tours,Grégoire de Tours,Gregorius Turonensis,"[""St. Gregory of Tours""]","[""Gr\u00e9goire de Tour"", ""Saint Gr\u00e9goire de Tours"", ""Gregoire de Tours""]","[""Sanctus Gregorius Turonensis""]","[""Medieval Latin""]"
Q682860,Julius Obsequens,100202247,37.0,35.0,,,Julius Obsequens,Julius Obsequens,Iulius Obsequens,"[""Iulius Obsequens""]",[],"[""Obsequens Mythographus"", ""Julius Obsequens""]","[""Latin""]"
Q691292,Philostratus the Elder,72203785,42.0,37.0,,,Philostratus of Lemnos,Philostrate de Lemnos,Philostratus Lemnius,"[""Philostratus the Elder""]","[""Philostrate l'Ancien""]","[""Philostratus Maior Sophista"", ""Philostratus Major Sophista"", ""Philostratus Lemnius Sophista""]","[""Ancient Greek""]"
Q705919,"Rutilius Namatianus, Claudius",102333340,20.0,19.0,,,Rutilius Claudius Namatianus,Rutilius Namatianus,Claudius Rutilius Namatianus,"[""Claudius Rutilius Numatianus""]","[""Rutilius Claudius Namatianus"", ""Claudius Rutilius Numatianus""]","[""Rutilius Claudius Namatianus"", ""Claudius Rutilius Numatianus Poeta"", ""Rutilius Namatianus""]","[""Latin""]"
Q705950,Theon of Smyrna,56588190,8.0,8.0,,,Theon of Smyrna,Théon de Smyrne,Theon Smyrnaeus,[],"[""Theon de Smyrne"", ""Theon of Smyrna""]","[""Theon of Smyrna"", ""Theon Philosophus""]","[""Ancient Greek""]"
Q707449,Censorinus,195718548,49.0,45.0,,,Censorinus,Censorin,Censorinus,"[""Censorinus Grammaticus"", ""Censorinus the Grammarian""]","[""Censorinus""]","[""Censorinus Grammaticus"", ""Censorinum"", ""Censorini"", ""Censorine"", ""Censorino""]","[""Latin""]"
Q713530,Isidore of Pelusium (saint),63872189,20.0,20.0,,,Isidore of Pelusium,Isidore de Péluse,Isidorus Pelusiota,[],"[""Isidoros de P\u00e9luse"", ""Isidore de Peluse""]",[],"[""Ancient Greek""]"
Q7170,"Sallust, Gaius Crispus",104162705,687.0,323.0,Sallustius,825.0,Sallust,Salluste,Gaius Sallustius Crispus,"[""Gaius Sallustius Crispus"", ""Qay Krisp Sallyusti""]",[],"[""Sallustius"", ""C. Sallustius Qui. Crispus""]","[""Latin""]"
Q7198,"Ovid, Publius Naso",88342447,1650.0,477.0,Ovidius,614.0,Ovid,Ovide,Publius Ovidius Naso,"[""P. Ovidius Naso"", ""Publius Ovidius Naso""]",[],"[""Ovidius""]","[""Latin""]"
Q721412,"Harpocration, Valerius",211435698,50.0,39.0,,,Harpocration,Harpocration,Harpocration,"[""Valerius Harpocration""]","[""Valerius Harpocration""]","[""Harpocration Grammaticus"", ""Valerius Harpocration""]","[""Ancient Greek""]"
Q722683,Valerius Probus,90633449,12.0,10.0,,,Marcus Valerius Probus,Valérius Probus,Marcus Valerius Probus,"[""M. Valerius Probus"", ""Marcus Valerius Probus Berytius"", ""Marcus V. Probus"", ""M. Valerius Probus Berytius"", ""Valerius Probus"", ""Probus of Beirut"", ""Probus Minor"", ""Probus""]","[""Marcus Valerius Probus""]","[""Probus Grammaticus""]","[""Latin""]"
Q7235,Sophocles,101760867,434.0,210.0,Sophokles,865.0,Sophocles,Sophocle,Sophocles,[],[],"[""Sophocles tragicus"", ""Sophocles Tragicus""]","[""Ancient Greek""]"
Q744540,,,,,Pseudo-Longinos or Pseudo-Dionysios,2854.0,Pseudo-Longinus,Pseudo-Longin,Longinus,"[""Dionysius Longinus""]",[],"[""Pseudo-Longinus"", ""Dionysius Longinus""]","[""Ancient Greek""]"
Q8018,Augustine of Hippo,66806872,750.0,263.0,Augustinus,136.0,Augustine of Hippo,Augustin d’Hippone,Augustinus,"[""St. Augustine of Hippo"", ""St. Augoustinos"", ""Augustinus"", ""bishop of Hippo"", ""Aurelius Augustinus Hipponensis"", ""Augustine"", ""Aurelius Augustinus"", ""Aurelius Augustine"", ""Saint Austin"", ""Saint Augustine"", ""St. Augustine"", ""Saint Augustine of Hippo"", ""Aurelius""]","[""Augustin d'Hippone"", ""saint Augustin""]","[""Aurelius Augustinus"", ""Augustinus Aurelius""]","[""Latin""]"
Q82778,,,,,Plinius Maior,697.0,Pliny the Elder,Pline l'Ancien,Gaius Plinius Secundus,"[""the Elder Pliny"", ""Pliny"", ""C. Plinius Secundus"", ""Caius Plinius Secundus"", ""Gaius Plinius Secundus"", ""Gaius P. Secundus"", ""Caius P. Secundus"", ""Plinius""]","[""Gaius Plinius Secundus"", ""Caius Plinius Secundus""]","[""Plinius Maior"", ""Plinius senior"", ""Caius Plinius Secundus"", ""Plinius Major""]","[""Latin""]"
Q83041,,,,,Anaxagoras,1538.0,Anaxagoras,Anaxagore de Clazomènes,Anaxagoras,"[""Anaxagoras of Clazomenae""]","[""Anaxagore de Clazomenes"", ""Anaxagoras"", ""Anaxagore de Clazom\u00e8ne""]","[""Anaxagoras Clazomenius""]","[""Ancient Greek""]"
Q83375,,,,,Empedokles,267.0,Empedocles,Empédocle,Empedocles,[],"[""Emp\u00e9docle d'Agrigente"", ""Emp\u00e9docle d\u2019Agrigente"", ""Empedocle d'Agrigente""]","[""Empedocles Philosophus""]","[""Ancient Greek""]"
Q859,,,,,Platon,694.0,Plato,Platon,Plato,[],[],"[""Plato Philosophus""]","[""Attic Greek""]"
Q868,Aristotle,7524651,870.0,263.0,Aristoteles,119.0,Aristotle,Aristote,Aristoteles,"[""the Stagirite""]",[],"[""Aristoteles Pellaeus"", ""Aristoteles Atheniensis"", ""Aristoteles Stagirites""]","[""Attic Greek""]"
Q8739,Archimedes of Syracuse,29547910,62.0,48.0,Archimedes,102.0,Archimedes,Archimède,Archimedes,"[""Archimedes of Syracuse""]","[""Archim\u00e8de de Syracuse""]",[],"[""Ancient Greek""]"
Q8747,,,,,Eukleides,293.0,Euclid,Euclide,Euclides,"[""Euclides"", ""Eukleides"", ""Euclid of Alexandria""]",[],"[""Euclides Alexandrinus"", ""Euclides Mathematicus"", ""Euclides Geometra""]","[""Ancient Greek""]"
Q8778,"Galen, Claudius",44299175,150.0,82.0,Galenos,326.0,Galen,Claude Galien,Claudius Galenus,"[""Galen of Pergamon"", ""Aelius Galenus"", ""Claudius Galenus""]","[""Galien"", ""Claudius Galenus""]","[""Galenus Medicus"", ""Galenus Pergamenus"", ""Galenus""]","[""Ancient Greek""]"
Q8825,,,,,Gaius Cornelius Gallus,203.0,Gaius Cornelius Gallus,Caius Cornelius Gallus,Gaius Cornelius Gallus,"[""Cornelius Gallus""]","[""Gaius Cornelius Gallus""]","[""Cornelius Gallus"", ""Gallus Poeta""]","[""Latin""]"
Q8827,"Propertius, Sextus",100907186,368.0,214.0,Propertius,4807.0,Propertius,Properce,Sextus Propertius,"[""Sextus Aurelius Propertius"", ""Sextus Propertius""]",[],"[""Propertius""]","[""Latin""]"
Q885446,,,,,Blossius Aemilius Dracontius,5946.0,Dracontius,Dracontius,Blossius Aemilius Dracontius,"[""Blossius Aemilius Dracontius""]","[""Blossius Aemilius Dracontius""]","[""Dracontius"", ""Dracontius Afer"", ""Dracontius Poeta""]","[""Latin""]"
Q913,,,,,Sokrates,3623.0,Socrates,Socrate,Socrates,[],[],"[""Socrates Atheniensis"", ""Socrates Philosophus""]",[]
Q9334638,,,,,Scriptores Historiae Augustae,5058.0,Scriptores Historiae Augustae,Scriptores Historiae Augustae,Scriptores Historiae Augustae,[],[],[],"[""Latin""]"
Q9348898,Macarius of Egypt (saint),93095832,24.0,23.0,,,Symeon of Mesopotamia,Syméon de Mésopotamie,Symeon Mesopotamius,[],[],"[""Symeon Mesopotamiae""]","[""Ancient Greek""]"
Q936686,Alcinous,301986016,8.0,8.0,,,Alcinous,Alcinoos,Alcinous,"[""Alkinoos"", ""Alkinous""]","[""Alcinoos le Philosophe"", ""Alcinous le Sto\u00efcien""]","[""Alcinous Platonicus"", ""Alcinous Philosophus""]","[""Ancient Greek""]"
Q944631,Sextus Pomponius,67261809,13.0,10.0,,,Sextus Pomponius,Sextus Pomponius,Sextus Pomponius,[],[],[],"[""Latin""]"
Q953784,Oribasius,7440344,22.0,18.0,,,Oribasius,Oribase,Oribasius,"[""Oribasius of Pergamum""]","[""Oreibasios de Pergame""]","[""Oribasius Medicus""]","[""Ancient Greek""]"
Q957548,Moschus,299323588,103.0,74.0,,,Moschus,Moschos,Moschus,"[""Moschus of Syracuse"", ""Moschos of Syracuse""]","[""Moschos de Syracuse""]","[""Moschus Bucolicus"", ""Moschus Syracusanus""]","[""Ancient Greek""]"
Q960345,Nemesius of Emesa (bishop),42630277,28.0,27.0,,,Nemesius,Némésios,Nemesius Emesenus,"[""Nemesius of Emesa"", ""Nemesius Emesenus""]","[""Nemesius"", ""N\u00e9m\u00e9sius d'Em\u00e8se"", ""N\u00e9m\u00e9sius""]","[""Nemesius"", ""Nemesius Theologus""]","[""Ancient Greek""]"
